entry_num,name_arabic,family_type,death_text,places,roles,texts,word_count,full_arabic_text
361,( ستيت ) ابنة جار الله بن صالح بن أبي المنصور أحمد بن عبد الكريم,,,,,,39,"$ 361 ( ستيت ) ابنة جار الله بن صالح بن أبي المنصور أحمد بن عبد الكريم
بن أبي المعالي يحيى الشيباني . تزوجها جار الله الحراشي وطلقها فتزوجها
أحمد بن علي بن موسى المزرق فولدت له ثم طلقها"
402,( سمراء ) ابنة عبد الرحمن بن أبي بكر بن عبد الله بن ظهيرة بن أحمد,,,Zabid,ijaza_recipient,,39,"$ 402 ( سمراء ) ابنة عبد الرحمن بن أبي بكر بن عبد الله بن ظهيرة بن أحمد
بن عطية بن ظهيرة القرشية أمها زبيدية ؛ ولدت سنة اثنتين وثلاثين وثمانمائة
وأجاز لها في سنة ست وثلاثين جماعة ."
445,( عابدة ) ابنة علي بن يوسف بن حسب الله البزاز . تزوجها الجمال محمد,wife,,Cairo,devout,,39,"$ 445 ( عابدة ) ابنة علي بن يوسف بن حسب الله البزاز . تزوجها الجمال محمد
بن عيسى بن قريش واستولدها زينب ثم طلقها ، ودخلت القاهرة وماتت بها مطعونة
في سنة ثلاث وسبعين . أرخها ابن فهد"
455,( عائشة ) ابنة المحب أحمد بن محمد بن عبدالله بن ظهيرة بن أحمد بن,,,,,,39,"$ 455 ( عائشة ) ابنة المحب أحمد بن محمد بن عبدالله بن ظهيرة بن أحمد بن
عطية بن ظهيرة أم كمال القرشية المكية وأمها حبشية لأبيها . ماتت ولم تكمل
شهرا في سلخ ربيع الأول سنة إحدى عشرة"
521,( غالية ) ابنة شيخنا أبي الفضل أحمد بن علي بن محمد بن محمد بن,,,,ijaza_recipient,,39,"$ 521 ( غالية ) ابنة شيخنا أبي الفضل أحمد بن علي بن محمد بن محمد بن
حجر . ولدت في ذي القعدة سنة سبع وثمانمائة وأجاز لها جماعة . وماتت في
الطاعون في ربيع الأول سنة تسع عشرة"
577,( فاطمة ) ابنة عبد الله,,,Makkah,,,39,"$ 577 ( فاطمة ) ابنة عبد الله
بن محمد بن عبد الله بن خليل العثماني زوج ms4332 ابن عزم ، ماتت بمكة في جمادى
الأولى سنة خمسة و ثمانين و دفنت عند والدها في المعلاة أرخها أبن فهد"
583,( فاطمة ) ابنة عبد الرحمن بن أبي بكر بن عبد الله بن ظهيرة بن أحمد,,,Makkah,ijaza_recipient,,39,"$ 583 ( فاطمة ) ابنة عبد الرحمن بن أبي بكر بن عبد الله بن ظهيرة بن أحمد
ابن عطية بن ظهيرة القرشية . أجاز لها في سنة ست وثلاثين جماعة . وماتت في
صفر سنة اثنتين وستين بمكة"
603,( فاطمة ) ابنة علي بن عمر أم الحسن بن النور التلواني أخت أبي حامد,,,,ijaza_granter,الشفا,39,"$ 603 ( فاطمة ) ابنة علي بن عمر أم الحسن بن النور التلواني أخت أبي حامد
محمد وابراهيم . أحضرت في الآولى في المحرم سنة ثمانمائة على الحلاوى ختم
الشفا أجازت لنا . وماتت قريب الخمسين رحمها الله"
605,( فاطمة ) ابنة علي بن محمد بن عبد الغني الذهبي . سمعت من البياني,,,,"hadith_transmitter,hadith_student",,39,"$ 605 ( فاطمة ) ابنة علي بن محمد بن عبد الغني الذهبي . سمعت من البياني
جزءا لطيفا من رواية أبي عمر الزاهد غلام ثعلب وحدثت به سمعه منها ابن موسى
والابي في سنة خمس عشرة PageV12P096 ."
742,( كمالية ) ابنة أبي السعادات محمد بن أبي البركات محمد بن أبي,,مولدها,,,,39,"$ 742 ( كمالية ) ابنة أبي السعادات محمد بن أبي البركات محمد بن أبي
السعود محمد بن حسين بن علي بن أحمد بن عطية بن ظهيرة القرشي المكية ، أمها
حبشية لأبيها ماتت في سنة مولدها سنة خمسين"
779,( ملكباى ) الاشرفية برسباى أم ولده محمد ، تزوجها بعده قريبه قرقماس,wife,ستين ولهج,,,,39,"$ 779 ( ملكباى ) الاشرفية برسباى أم ولده محمد ، تزوجها بعده قريبه قرقماس
الجلب رأس نوبة النوب . وماتت تحته في رجب سنة ستين ولهج العامة بإرسال
ابنها المشار اليه إلى أخيه العزيز باسكندرية فما أظنه اتفق"
797,( نعمة ) ابنة المحب محمد بن الرضى محمد بن المحب محمد بن الشهاب,,,,,,39,"$ 797 ( نعمة ) ابنة المحب محمد بن الرضى محمد بن المحب محمد بن الشهاب
أحمد بن الرضى إبراهيم بن محمد بن إبراهيم الطبري المكي ويقال لها الست
نعمة . ولدت في ربيع الآخر سنة تسع وخمسين وثمانمائة"
846,( أم الحسن ) ابنة أبي اليمن محمد بن محمد بن علي بن أحمد بن عبد,mother/kunya,سبع وثلاثين,Yemen,ijaza_recipient,,39,"$ 846 ( أم الحسن ) ابنة أبي اليمن محمد بن محمد بن علي بن أحمد بن عبد
العزيز النويري المكية . ولدت في سنة تسع وعشرين وثمانمائة . وماتت في سنة
سبع وثلاثين بعد أن أجاز لها جماعة"
854,( أم الحسين ) ابنة المحب أحمد بن الكمال أبي الفضل محمد بن أحمد بن,mother/kunya,,Yemen,hadith_student,,39,"$ 854 ( أم الحسين ) ابنة المحب أحمد بن الكمال أبي الفضل محمد بن أحمد بن
عبد العزيز النويري المكية . ولدت بها وسمعت من أبي اليمن الطبري ، وأجاز
لها البلقيني وابن الملقن وابن الشيخة والتنوخى وآخرون"
855,( أم الحسين ) الكبرى ابنة المحب أحمد بن محمد بن عبد الله بن ظهيرة,mother/kunya,,,,,39,"$ 855 ( أم الحسين ) الكبرى ابنة المحب أحمد بن محمد بن عبد الله بن ظهيرة
بن أحمد بن عطية بن ظهيرة القرشية المكية ، أمها حبشية لأبيها . ماتت ابنة
أشهر في سلخ ربيع الآخر سنة سبع"
882,( أم الحسين ) ابنة أبي اليمن محمد بن محمد الطويل بن عبد الكريم بن,mother/kunya,,Yemen,ijaza_recipient,,39,"$ 882 ( أم الحسين ) ابنة أبي اليمن محمد بن محمد الطويل بن عبد الكريم بن
محمد بن أحمد PageV12P142 ابن عطية بن ظهيرة القرشي المكية ، أمها نوبية
لأبيها . أجاز لها في سنة ست وثلاثين جماعة"
1043,( أخت لأمير المؤمنين ) المستنجد بالله يوسف بن المتوكل على الله,,سبع وسبعين,,,,39,"$ 1043 ( أخت لأمير المؤمنين ) المستنجد بالله يوسف بن المتوكل على الله
محمد ابن أبي بكر العباسي . ماتت في المحرم سنة سبع وسبعين ولم يحضر
السلطان الصلاة بل ولا أخوها ودفنت عند ms4419 سلفها بالمشهد النفيسي"
1047,( أم عبد العزيز ) المدعو فائزا ابن الخطيب أبي بكر بن علي بن ظهيرة,mother/kunya,ست وثمانين,,,,39,"$ 1047 ( أم عبد العزيز ) المدعو فائزا ابن الخطيب أبي بكر بن علي بن ظهيرة
حبشية ؛ ماتت في شوال سنة ست وثمانين ودفنت بتربتهم من المعلاة وتأسف سيدها
على فقدها عوضهما الله خيرا | PageV12P165 ."
1058,( زوجة ( أزدمر ) نائب حلب ؛ حجت من حلب في موسم سنة اثنتين وتسعين,wife,,Aleppo,,,39,"$ 1058 ( زوجة ( أزدمر ) نائب حلب ؛ حجت من حلب في موسم سنة اثنتين وتسعين
ونسب اليها خير كثير في الركب وكف لبعض مظالم ، وماتت في رجوعها بحمص ودفنت
بالقرب من مشهد خالد رحمها الله"
1065,( زوجة عبد الرزاق ) الناسخ أم أولاده ويقال لها جل الله وكان عظيم,wife,ثلاث وتسعين,,,,39,"$ 1065 ( زوجة عبد الرزاق ) الناسخ أم أولاده ويقال لها جل الله وكان عظيم
الحب لها معها مزيد تكليفها ونحوه ، ماتت سنة ثلاث وتسعين في حياة أبويها
وتركت منه ولدا وتأسف عليها عفا الله عنها ."
143,( خديجة ) ابنة الاتابك أزبك الظاهري شقيقة فاطمة الآتية ، امهما,,سبع وتسعين,,,,38,"$ 143 ( خديجة ) ابنة الاتابك أزبك الظاهري شقيقة فاطمة الآتية ، امهما
فاطمة ابنة الظاهر جقمق ماتت بكرا في الطاعون سنة سبع وتسعين وتوجعت أمها
لفقدها وفقد أختها سيما ولم يبق لها ولد عوضهم الله الجنة"
155,( خديجة ) ابنة الاشرف شعبان بن حسين زوج قاسم بن البشتكى . ماتت في,wife,,,,,38,"$ 155 ( خديجة ) ابنة الاشرف شعبان بن حسين زوج قاسم بن البشتكى . ماتت في
سنة ست وعشرين وهي آخر أولاد أبيها من النساء وفاة ، وكانت توصف بعقل
ورياسة . ذكرها شيخنا في إنبائه PageV12P027"
164,( خديجة ) ابنة العلاء على بن محمد بن سعد بن محمد بن خطيب الناصرية,,,,,,38,"$ 164 ( خديجة ) ابنة العلاء على بن محمد بن سعد بن محمد بن خطيب الناصرية
أخت حفصة الماضية وزوج المحب بن الشحنة أم ولده أثير الدين محمد . ولدت سنة
عشر وثمانمائة تقريبا ذكرها البقاعى مجردا"
196,( دولات باي ) مولاة الظاهر جقمق وموطوءته ، وتزوجها برقوق الذي صار,wife,ثلاث وتسعين,,,,38,"$ 196 ( دولات باي ) مولاة الظاهر جقمق وموطوءته ، وتزوجها برقوق الذي صار
نائب الشام وله منها عليباى وأخوه . ماتت في عشرى شوال سنة ثلاث وتسعين
وصلى عليها السلطان |
### || حرف الذال المعجمة"
257,( زينب ) ابنة علي بن محمد بن إسماعيل بن علي بن محمد بن داود المكي,,اثنتين وثمانين,Makkah,,,38,"$ 257 ( زينب ) ابنة علي بن محمد بن إسماعيل بن علي بن محمد بن داود المكي
الزمزمي زوج ابن عم أبيها حسين بن ثابت . ماتت في صفر سنة اثنتين وثمانين
بمكة شهيدة بعد أن أسقطت"
293,( زينب ) ابنة التاج محمد بن يوسف بن عبد الله بن عمر بن على بن خضر,,,,ijaza_recipient,,38,"$ 293 ( زينب ) ابنة التاج محمد بن يوسف بن عبد الله بن عمر بن على بن خضر
حفيدة الجمال يوسف العجمي الشهير وأخت محمد وأحمد وعلى وفاطمة . أجاز لها
من في اخوتها . وماتت في"
296,( زينب ) ابنة الظاهر يحيى بن الناصر أحمد بن الاشرف إسماعيل بن,,أربع وستين,"Makkah,Yemen",,,38,"$ 296 ( زينب ) ابنة الظاهر يحيى بن الناصر أحمد بن الاشرف إسماعيل بن
الافضل العباس ملوك اليمن وتعرف بجهة طي . تزوجها عمر بن محمد الشيبي .
وماتت عنده في جمادى الثانية سنة أربع وستين بمكة"
493,( عائشة ) ابنة البهاء محمد بن البدر حسن بن عبد الله بن البرجي ،,,,,,,38,"$ 493 ( عائشة ) ابنة البهاء محمد بن البدر حسن بن عبد الله بن البرجي ،
وأمها إما ابنة السراج البلقيني أوولده البدر . تزوجها قاسم البلقيني وولدت
له أولادا ماتوا في حياتهما ، وماتت قبل الخمسين"
503,( عزيزة ) ابنة شعبان مهتار الركبخاناة الاشرفية اينال وزوج اقبردى,wife,,Makkah,,,38,"$ 503 ( عزيزة ) ابنة شعبان مهتار الركبخاناة الاشرفية اينال وزوج اقبردى
التماسيحي أمير الراكز بمكة وأخت المؤيد أحمد من الرضاع . ماتت بمكة في عصر
مستهل شعبان سنة سبع وتسعين بعد تعلل مدة ودفنت بتربة الانصاري"
566,( فاطمة ) ابنة خير بك من حتيت الاشرفي برسباى أحد المقدمين الخيار,,,,,,38,"$ 566 ( فاطمة ) ابنة خير بك من حتيت الاشرفي برسباى أحد المقدمين الخيار
أبوها سبطة الأتابك جرباش ؛ أمها خديجة . تزوجها بكرا جانبك حبيب ومات عنها
بعد أن أثكلت أباها فتأيمت ، وتذكر بعقل وخير"
570,( فاطمة ) ابنة شاهين زوج محمد بن ms4331 بركة الماضي ، وكانت لها حشمة بحيث,wife,"ست
وستين",Makkah,,,38,"$ 570 ( فاطمة ) ابنة شاهين زوج محمد بن ms4331 بركة الماضي ، وكانت لها حشمة بحيث
كان الشريف بركات بن حسن يقصدها للحديث معها ، ماتت بمكة في المحرم سنة ست
وستين . أرخها ابن فهد"
648,( فاطمة ) ابنة أبي السرور محمد بن عبد الرحمن بن أبي الخير محمد بن,,سبع وسبعين,"Makkah,Fez",,,38,"$ 648 ( فاطمة ) ابنة أبي السرور محمد بن عبد الرحمن بن أبي الخير محمد بن
أبي عبد الله محمد بن محمد بن عبد الرحمن الحسني الفاسي ماتت في المحرم سنة
سبع وسبعين بمكة أرخها ابن فهد"
722,( كمالية ) ابنة أحمد بن محمد بن ناصر بن علي الكنانية المكية . أجاز,,,,ijaza_granter,,38,"$ 722 ( كمالية ) ابنة أحمد بن محمد بن ناصر بن علي الكنانية المكية . أجاز
لها في سنة خمس ابن صديق والزين المراغي والعراقي والهيثمي وآخرون ؛ أجازت
لنا في سنة خمس وستين ، وماتت بعد"
782,( منصورة ) ابنة المحب أحمد بن أبي السعادات محمد بن أبي البركات,,,Makkah,,,38,"$ 782 ( منصورة ) ابنة المحب أحمد بن أبي السعادات محمد بن أبي البركات
محمد بن أبي السعود محمد بن حسين بن محمد بن أحمد بن عطية بن ظهيرة . ماتت
في رجب سنة اثنتين وستين بمكة"
951,( أم كمال ) ابنة,mother/kunya,,,ijaza_recipient,,38,"$ 951 ( أم كمال ) ابنة
أحمد بن أبي بكر بن عبد الله بن ظهيرة بن أحمد بن عطية بن ظهيرة القرشية
المكية أمها زينب ابنة المحب بن ظهيرة ، أجاز لها في سنة ست وثلاثين جماعة"
985,( أم هانئ ) ابنة الجمال محمد بن عبد الله بن ظهيرة بن أحمد بن عطية,mother/kunya,,,"hadith_student,ijaza_recipient",,38,"$ 985 ( أم هانئ ) ابنة الجمال محمد بن عبد الله بن ظهيرة بن أحمد بن عطية
بن ظهيرة القرشي المكية ، حضرت في الثانية سنة اثنتين وثمانمائة على ابن
صديق وأسمعت على أبيها وأجاز لها جماعة"
189,( خديجة ) ابنة نحيلة - بضم النون ومهملة مصغر - والدة البدر بن,,أربع وستين,,,,37,"$ 189 ( خديجة ) ابنة نحيلة - بضم النون ومهملة مصغر - والدة البدر بن
الكعكى ورئيسة المغاني . كانت مع اتصافها بحرفتها فيها خير وبر وقصون .
ماتت في PageV12P032 منتصف المحرم سنة أربع وستين"
276,( زينب ) ابنة محمد بن عبد الله بلكا أم,,,,,البخاري,37,"$ 276 ( زينب ) ابنة محمد بن عبد الله بلكا أم
الخير ابنة المحب القادري أخت أبي الطاهر محمد وخديجة الماضيين اعتنى بها
أبوها فأسمعها أشياء من البخاري في الظاهرية وتزوجها وتأيمت وجاورت مع
أخيها وغيره"
357,( ستيتة ) ابنة البدر محمد بن الجمال يوسف بن عبد الله بن عمر بن علي,,,,,,37,"$ 357 ( ستيتة ) ابنة البدر محمد بن الجمال يوسف بن عبد الله بن عمر بن علي
بن خضر الكردي الكوراني الأصل حفيدة الجمال يوسف واخت فاطمة وأم الحسن اجاز
لها من أجازهما ، وماتت ."
412,( شقراء ) ابنة حسين بن الناصر محمد بن قلاوون أخت الاشرف شعبان .,,أربع ودفنت,,,,37,"$ 412 ( شقراء ) ابنة حسين بن الناصر محمد بن قلاوون أخت الاشرف شعبان .
ماتت في المحرم سنة أربع ودفنت في مدرسة أمها أم السلطان شعبان من التبانة
وخلفت موجودا كثيرا . ذكرها شيخنا والعينى"
586,( فاطمة ) ابنة التقي عبد الرحمن بن الجمال محمد بن أحمد بن خلف أم,,خمس ودفنت,,,,37,"$ 586 ( فاطمة ) ابنة التقي عبد الرحمن بن الجمال محمد بن أحمد بن خلف أم
السعد المطري . ماتت في ربيع الأول سنة خمس ودفنت بالبقيع أرخها أخوها قال
وكانت بي برة محسنة مشفقة كالوالدة"
700,( فضل العزيز ) ابنة,,,,,,37,"$ 700 ( فضل العزيز ) ابنة
أبي البقاء محمد بن يحيى بن شاكر بن الجيعان شقيقة عمر الماضي ، تزوجها ابن
عمها التاج عبد اللطيف بن عبد الغنى بن شاكر قبل بلوغها مضافة لزوجة له
أخرى"
827,( أم الحسان ) ابنة عبد الحي القيوم بن أبي بكر بن عبد الله بن ظهيرة,mother/kunya,,Zabid,ijaza_recipient,,37,"$ 827 ( أم الحسان ) ابنة عبد الحي القيوم بن أبي بكر بن عبد الله بن ظهيرة
بن أحمد بن عطية بن ظهيرة القرشي المكية ، أمها زبيدية أجاز لها في سنة ست
وثلاثين وثمانمائة جماعة"
877,( أم الحسين ) ابنة أبي عبد الله محمد بن علي بن أحمد بن عبد العزيز,mother/kunya,,,ijaza_recipient,,37,"$ 877 ( أم الحسين ) ابنة أبي عبد الله محمد بن علي بن أحمد بن عبد العزيز
النويري المكية ، أجاز لها في جملة أخوتها سنة تسع وعشرين جماعة وكذا في
سنة إحدى وأربعين فما بعدها"
1069,( زوجة قانباي ) الجركسي وهي أم ولد لأستاذه جاركس القاسمي المصارع,wife,"أربع
وخمسين",,,,37,"$ 1069 ( زوجة قانباي ) الجركسي وهي أم ولد لأستاذه جاركس القاسمي المصارع
تزوجها بعده ، وماتت تحته في يوم الجمعة رابع عشري ربيع الآخر سنة أربع
وخمسين ودفنت بتربة زوجها التي جددها عند دار الضيافة"
,( ابن عوجان ),,,,,,36,"( ابن عوجان ) 
بفتحات والثالثة جيم وآخره نون سليمان بن أحمد بن عمر بن عبد الرحمن وابنه
أحمد وابناه الشمس محمد وفاطمة وابن أولهما المحب محمد وابنا ثانيتهما
الكمال محمد وإبراهيم وابنا أبي الشريف ."
,( ابن فطيس ) محمد بن مفتاح بن فطيس وابن أخيه علي بن أحمد بن مفتاح,,خمس وأربعين,Makkah,,,36,"( ابن فطيس ) محمد بن مفتاح بن فطيس وابن أخيه علي بن أحمد بن مفتاح
وابناه أبو بكر ومحمد القباني كل منهما بجدة وابن فطيس البزاز مات بمكة سنة
خمس وأربعين أرخه ابن فهد ."
,( ابن كبن ) بفتح أوله كما ضبطه شيخنا في انبائه محمد بن سعيد بن علي بن محمد بن,,,,,,36,"( ابن كبن ) بفتح أوله كما ضبطه شيخنا في انبائه محمد بن سعيد بن علي بن محمد بن
كبن بن عمر بن علي بن إسحاق بن أبي بكر بن محمد بن إبراهيم وأبوه و ."
,( ابن المراحلي ) أحمد بن محمد بن أحمد وابنه العز عبد العزيز وله أولاد,,,,,,36,"( ابن المراحلي ) أحمد بن محمد بن أحمد وابنه العز عبد العزيز وله أولاد
تأخر منهم لتاريخه أحمد وعبد الرحمن وابنة تحت العلاء علي بن عيسى القاري |
( ابن المراغي ) في المراغي ."
,( ابن الموقت ) الخليلي الشمس محمد بن أحمد بن عمر بن إبراهيم بن أبي بكر,,,"Jerusalem,Hebron",,,36,"( ابن الموقت ) الخليلي الشمس محمد بن أحمد بن عمر بن إبراهيم بن أبي بكر
وقريبه عبد الوهاب بن محمد بن إبراهيم وابنه عبد العزيز وابن الموقت القدسي
محمد بن محمد بن أبي بكر ."
,( ابن النقاش ) أبو هريرة,,,,,,36,"( ابن النقاش ) أبو هريرة
عبد الرحمن بن محمد بن علي بن عبد الواحد وابناه أبو أمامة وأبو اليسر محمد
وابن النقاش الموقت أحمد بن علي بن عبد القادر بن محمد وأبوه هو النقاش ."
,( ابن الهيصم ) التاج عبد الرزاق والمجد,,,,,,36,"( ابن الهيصم ) التاج عبد الرزاق والمجد
عبد الغني والشمس محمد بنو سعد الدين إبراهيم فأولهم جد ناظر الخاص الجمال
يوسف وأخيه إبراهيم لأمهما وثانيهم والد أمين الدين إبراهيم
### |||| حرف الواو 
# ."
70,( بلقيس ) ابنة أحمد بن قشقار القردمى أخت يوسف تزوجها الشيخ سيف,wife,,,hadith_student,,36,"$ 70 ( بلقيس ) ابنة أحمد بن قشقار القردمى أخت يوسف تزوجها الشيخ سيف
الدين الحنفى فولدت له مباركة وغيرها ms4237 ؛ وسمعت على أم هانئ والدة زوجها
وغيرها مما كنا نحضره معها وماتت بعده"
126,( حنيفة ) ابنة الزين عبد الرحمن بن محمد بن علي العرياني أخت محمد,,,,"hadith_student,ijaza_granter",مسلم,36,"$ 126 ( حنيفة ) ابنة الزين عبد الرحمن بن محمد بن علي العرياني أخت محمد
الماضي سمعت معه على أبي الفرج بن الشيخة في المستخرج على مسلم لأبي نعيم
أجازت لنا . وماتت قريب الستين"
142,( خديجة ) ابنة المحب أبي بكر أحمد بن التقي محمد بن محمد بن أبي,,"سبع
وستين",,,,36,"$ 142 ( خديجة ) ابنة المحب أبي بكر أحمد بن التقي محمد بن محمد بن أبي
الخير محمد ابن فهد أم الفضل الهاشمية المكية ماتت بها في المحرم سنة سبع
وستين عن دون اربع سنين"
162,( خديجة ) ابنة المنصور عثمان بن الظاهر جقمق زوج حاجب الحجاب ازدمر,wife,,,,,36,"$ 162 ( خديجة ) ابنة المنصور عثمان بن الظاهر جقمق زوج حاجب الحجاب ازدمر
وتأيمت بعده حتى حجت في موسم سنة ثمان وتسعين وجاورت التي تليها ، وكانت
بجوارنا وتذكر بديانة وخير أحسن الله عاقبتها"
259,( زينب ) ابنة علي بن محمد بن عميرة الكريدي سبطة خالتي عزيزة وأمها,,,,,,36,"$ 259 ( زينب ) ابنة علي بن محمد بن عميرة الكريدي سبطة خالتي عزيزة وأمها
فاطمة . تزوجها الشمس الجزيري فاضل الحنابلة وعلمها الكتابة والاستخراج
واستولدها ابنته ثم مات عنها فاتصلت بغير واحد وحجت وجاورت"
349,( ست من يراها ) ابنة علي بن محمد بن إبراهيم المصري الشهير والدها بابن,sitt (lady),"اثنتين
وثمانين","Makkah,Egypt",,,36,"$ 349 ( ست من يراها ) ابنة علي بن محمد بن إبراهيم المصري الشهير والدها بابن
حلاوة أم عبد الرحمن بن أبي ms4291 القسم بن فهد . ماتت في ذي الحجة سنة اثنتين
وثمانين بمكة"
540,( فاطمة ) ابنة البهاء أحمد بن عثمان بن محمد بن إسحاق المناوي اخت,,,,,,36,"$ 540 ( فاطمة ) ابنة البهاء أحمد بن عثمان بن محمد بن إسحاق المناوي اخت
النور علي وعمر ، ولدت سنة سبع عشرة وثمانمائة وتزوجها السفطى ثم الشرف
الطنبدى وماتت معه بعد الثمانين رحمها الله"
575,( فاطمة ) ابنة عبد الله بن أحمد بن محمد بن عشائر الحلبي ، ولدت سنة,,,Aleppo,ijaza_recipient,,36,"$ 575 ( فاطمة ) ابنة عبد الله بن أحمد بن محمد بن عشائر الحلبي ، ولدت سنة
سبع وسبعين وسبعمائة أجاز لها الصلاح بن أبي عمر وغيره ، وذكرها التقي بن
فهد في معجمه وبيض"
576,( فاطمة ) ابنة عبد الله بن سعد الله بن عبد الكافي المصري المكية,,"سبع
وأربعين",Egypt,,,36,"$ 576 ( فاطمة ) ابنة عبد الله بن سعد الله بن عبد الكافي المصري المكية
ويعرف ابوها بالشيخ عبيد الحرفوش ، ماتت في حادي عشر ذي الحجة سنة سبع
وأربعين بمنى ودفنت بالمعلاة PageV12P092 ."
665,ms4348 ( فاطمة ) ابنة محمد بن محمد بن محمد التجافيفي جدة أبي بكر بن عبد,,تسع وستين,Makkah,,,36,"$ 665 ms4348 ( فاطمة ) ابنة محمد بن محمد بن محمد التجافيفي جدة أبي بكر بن عبد
الغنى المرشدي لأمه ، ماتت بمكة في صفر سنة تسع وستين . أرخها ابن فهد |
PageV12P105 ."
678,( فاطمة ) ابنة ياقوت الحبشي عتيق العماد يحيى بن فهد . ولدت في,,تسع,Makkah,,,36,"$ 678 ( فاطمة ) ابنة ياقوت الحبشي عتيق العماد يحيى بن فهد . ولدت في
المحرم أو صفر سنة سبع وتسعين وسبعمائة ، وماتت في رمضان سنة تسع عشرة بمكة
، أرخها ابن فهد ."
810,( هدية ) ابنة عطية بن أحمد بن جار الله بن زائد . تزوجها عوض بن,wife,ثمان وخمسين,Makkah,,,36,"$ 810 ( هدية ) ابنة عطية بن أحمد بن جار الله بن زائد . تزوجها عوض بن
موسى البزاز فولدت له محمدا . ماتت في ذي الحجة سنة ثمان وخمسين بمكة .
أرخها ابن فهد"
821,( أم الامان ) ثالثة ابنة محمد الحجازي العطار أخت عبد اللطيف وعبد,mother/kunya,"اثنتي
وتسعين",Makkah,,,36,"$ 821 ( أم الامان ) ثالثة ابنة محمد الحجازي العطار أخت عبد اللطيف وعبد
العزيز الشاهدين ، ماتت بمكة في ليلة الثلاثاء ثامن عشر ذي الحجة سنة اثنتي
وتسعين . 
### || حرف الباء الموحدة"
857,( أم الحسين ) ابنة أحمد بن أبي القسم محمد بن أبي الفضل محمد بن أبي,mother/kunya,,,,,36,"$ 857 ( أم الحسين ) ابنة أحمد بن أبي القسم محمد بن أبي الفضل محمد بن أبي
الفضل محمد بن أحمد بن عبد العزيز النويرى المكية . ولدت بها في رجب سنة
سبع وخمسين وثمانمائة"
941,( أم كلثوم ) ابنة محمد بن عبد الرحمن بن الجمال المصري محمد بن أبي,mother/kunya,سبع وستين,"Makkah,Egypt",,,36,"$ 941 ( أم كلثوم ) ابنة محمد بن عبد الرحمن بن الجمال المصري محمد بن أبي
بكر بن علي بن يوسف الأنصاري . ماتت في ذي الحجة سنة سبع وستين بمكة .
أرخها ابن فهد"
996,( أم الهدى ) ابنة عبد العزيز بن علي بن أحمد بن عبد العزيز النويري,mother/kunya,,Makkah,ijaza_recipient,,36,"$ 996 ( أم الهدى ) ابنة عبد العزيز بن علي بن أحمد بن عبد العزيز النويري
المكية . أجاز لها في سنة ست وثلاثين وثمانمائة جماعة . وماتت في ربيع
الأول سنة اثنتين وستين بمكة"
,( ابن وهيب ) تصغير,,,,virtuous,,35,"( ابن وهيب ) تصغير
وهب أبو بكر بن أحمد بن أبي بكر بن محمد الأدكاوي PageV11P275 ومحمد بن
أحمد بن محمد بن عبد الوهاب وهيب البرلسي التاجر
### |||| حرف الياء الأخيرة 
# ."
52,( أمة الله ) ابنة العلاء على بن الشهاب أحمد بن الكردى البعلية .,,,Baalbek,"hadith_student,ijaza_granter",صحيح,35,"$ 52 ( أمة الله ) ابنة العلاء على بن الشهاب أحمد بن الكردى البعلية .
سمعت الصحيح بأفوات على أبى الفرج بن الزعبوب أنا الحجار ؛ ولقيتها ببعلبك
قريب الستين فأجازت لنا وماتت بعد"
56,( انعام الجليل ) ابنة الشهاب أحمد بن تمرية تزوجها عبد القادر بن,wife,,Fez,,,35,"$ 56 ( انعام الجليل ) ابنة الشهاب أحمد بن تمرية تزوجها عبد القادر بن
أصيل الدين بن النقيب بدر الدين الرومى وخلفه عليها البرهان الدميرى
فاستولدها ولده يحيى وعرض وتزوج ابنة الشيخ الجوهرى وورثها"
68,( بغداد ) ابنة إبراهيم أخت ناصر الدين الفاقوسى لأمه . سمعت من,,أربع وأربعين,Baghdad,"hadith_transmitter,hadith_student",,35,"$ 68 ( بغداد ) ابنة إبراهيم أخت ناصر الدين الفاقوسى لأمه . سمعت من
الجمال الباجى في سنة ثلاث وثمانين شيئا من المعجم الكبير للطبراني . وحدثت
به وماتت في رمضان سنة أربع وأربعين"
245,( زينب ) ابنة عبد العزيز بن علي بن أحمد بن عبد العزيز الهاشمي,,,Makkah,ijaza_recipient,,35,"$ 245 ( زينب ) ابنة عبد العزيز بن علي بن أحمد بن عبد العزيز الهاشمي
النويري المكية ، أجاز لها في سنة ستة وثلاثين جماعة . وماتت في جمادى
الأولى سنة خمس وأربعين بمكة"
263,( زينب ) ابنة عمر بن سعد الله بن النحنح - بنونين مفتوحتين ومهملتين,,احدى,,,,35,"$ 263 ( زينب ) ابنة عمر بن سعد الله بن النحنح - بنونين مفتوحتين ومهملتين
ساكنتين - الحرانية . مات في ربيع الأول سنة احدى . ذكرها شيخنا في أنبائه
PageV12P045 وبيض لسماعها ."
278,( زينب ) ابنة محمد بن عيسى بن قريش الهاشمي الحارثي زوج عبد الباسط,wife,,,,,35,"$ 278 ( زينب ) ابنة محمد بن عيسى بن قريش الهاشمي الحارثي زوج عبد الباسط
مباشر جده وقريبه بركة ابنة علي بن موسى الماضية . ماتت في جمادي الثانية
سنة خمس وثمانين بجدة نفساء"
